time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-31T09:34:14.240Z,35.9546,-96.7552,5.41,2.7,mb_lg,,64,0.054,0.2,us,us2000i4hx,2018-10-31T20:04:13.649Z,"3km SSE of Cushing, Oklahoma",earthquake,1.1,3.2,0.062,67,reviewed,us,us
2018-10-31T09:32:00.479Z,38.397,-118.8776,11.5,0.8,ml,6,167.54,0.327,0.1464,nn,nn00663591,2018-10-31T18:30:41.420Z,"26km WSW of Hawthorne, Nevada",earthquake,,15.6,0,1,reviewed,nn,nn
2018-10-31T09:17:27.146Z,60.72,-150.7454,39.6,1,ml,,,,0.68,ak,ak20306305,2018-10-31T09:20:33.553Z,"20km N of Sterling, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-10-31T09:09:54.079Z,60.0939,-141.5266,1.5,1.2,ml,,,,1.35,ak,ak20306302,2018-10-31T09:15:22.017Z,"50km E of Cape Yakataga, Alaska",earthquake,,6.8,,,automatic,ak,ak
2018-10-31T08:55:59.270Z,38.8196667,-122.8148333,2.58,0.2,md,27,54,0.005261,0.03,nc,nc73104181,2018-10-31T22:13:59.872Z,"7km NW of The Geysers, CA",earthquake,0.16,0.4,0.357,2,reviewed,nc,nc
2018-10-31T08:44:47.355Z,36.2747,-116.0719,5.3,0.6,ml,15,146.75,0.246,0.1684,nn,nn00663558,2018-10-31T17:23:04.122Z,"10km NW of Pahrump, Nevada",earthquake,,3.9,0.22,8,reviewed,nn,nn
2018-10-31T08:43:46.690Z,33.675,-116.7506667,9.65,0.09,ml,13,102,0.04719,0.07,ci,ci37409322,2018-10-31T18:16:37.555Z,"8km SSW of Idyllwild, CA",earthquake,0.21,0.35,0.104,6,reviewed,ci,ci
2018-10-31T08:29:59.320Z,27.8509,102.2742,25.35,5.1,mb,,25,6.664,1.14,us,us2000i4he,2018-10-31T22:09:18.977Z,"5km SSE of Xichang, China",earthquake,5,4.8,0.045,164,reviewed,us,us
2018-10-31T08:28:41.820Z,33.6861667,-116.747,16.5,0.36,ml,17,107,0.03703,0.09,ci,ci37409314,2018-10-31T18:12:54.629Z,"6km SSW of Idyllwild, CA",earthquake,0.28,0.4,0.128,4,reviewed,ci,ci
2018-10-31T08:21:25.290Z,37.5286667,-118.8598333,5.23,0.45,md,10,273,0.06594,0.08,nc,nc73104176,2018-10-31T16:22:40.426Z,"16km SE of Mammoth Lakes, CA",earthquake,0.77,1.13,0.147,9,reviewed,nc,nc
2018-10-31T08:05:48.400Z,36.6749992,-121.2958298,6.34,2.35,md,6,172,0.1418,0.04,nc,nc73104171,2018-10-31T09:36:02.956Z,"13km S of Tres Pinos, CA",earthquake,1.29,1.44,,1,automatic,nc,nc
2018-10-31T07:54:31.860Z,37.582,-118.8593333,2.36,0.4,md,7,234,0.02531,0.05,nc,nc73104161,2018-10-31T17:06:03.648Z,"12km ESE of Mammoth Lakes, CA",earthquake,1.02,0.94,0.228,6,reviewed,nc,nc
2018-10-31T07:52:11.940Z,38.8149986,-122.7990036,1.47,1.03,md,18,54,0.01442,0.04,nc,nc73104156,2018-10-31T08:26:03.343Z,"6km NW of The Geysers, CA",earthquake,0.26,0.49,0.22,5,automatic,nc,nc
2018-10-31T07:51:07.944Z,61.1883,-150.7058,42.7,1.8,ml,,,,0.6,ak,ak20306040,2018-10-31T07:56:11.784Z,"43km W of Anchorage, Alaska",earthquake,,1,,,automatic,ak,ak
2018-10-31T07:50:33.640Z,33.4906667,-116.415,9.17,0.64,ml,25,120,0.03385,0.16,ci,ci37409306,2018-10-31T18:10:22.612Z,"22km SSW of La Quinta, CA",earthquake,0.29,0.77,0.134,11,reviewed,ci,ci
2018-10-31T07:41:15.950Z,34.1476667,-116.5383333,8.78,1.01,ml,23,56,0.1419,0.12,ci,ci37409298,2018-10-31T17:51:19.352Z,"10km WNW of Yucca Valley, CA",earthquake,0.24,0.71,0.115,16,reviewed,ci,ci
2018-10-31T07:39:41.100Z,33.5175,-116.7931667,3.87,0.64,ml,27,39,0.007886,0.16,ci,ci37409290,2018-10-31T13:44:53.750Z,"11km NE of Aguanga, CA",earthquake,0.22,0.64,0.2,19,reviewed,ci,ci
2018-10-31T07:30:30.140Z,51.959,179.7815,171.19,4.4,mb,,182,0.655,0.36,us,us2000i4gp,2018-10-31T18:19:35.208Z,"12km E of Semisopochnoi Island, Alaska",earthquake,19.1,13.4,0.051,112,reviewed,us,us
2018-10-31T07:29:17.930Z,36.0788333,-117.8653333,2.42,0.78,ml,13,141,0.03959,0.05,ci,ci37409282,2018-10-31T17:53:08.980Z,"8km ENE of Coso Junction, CA",earthquake,0.19,0.13,0.131,6,reviewed,ci,ci
2018-10-31T06:59:07.161Z,64.8336,-147.54,21.8,0.1,ml,,,,0.64,ak,ak20306021,2018-10-31T18:12:23.550Z,"3km N of Badger, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-10-31T06:49:57.540Z,40.7543333,-123.714,21.8,2.06,md,14,66,0.1211,0.07,nc,nc73104151,2018-10-31T21:47:48.748Z,"22km SSW of Willow Creek, CA",earthquake,0.4,0.57,0.163,13,reviewed,nc,nc
2018-10-31T06:48:21.420Z,33.6768333,-117.3601667,9.01,0.78,ml,14,86,0.06152,0.1,ci,ci37409274,2018-10-31T17:55:25.084Z,"3km WNW of Lake Elsinore, CA",earthquake,0.31,0.6,0.072,9,reviewed,ci,ci
2018-10-31T06:40:22.790Z,61.5946,-151.6488,75,1.6,ml,,,,0.58,ak,ak20306015,2018-10-31T06:45:23.763Z,"87km W of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-31T06:39:37.400Z,33.5003333,-116.7778333,3.61,0.58,ml,28,43,0.02232,0.12,ci,ci37409266,2018-10-31T13:44:57.870Z,"10km NE of Aguanga, CA",earthquake,0.17,0.4,0.085,20,reviewed,ci,ci
2018-10-31T06:38:13.070Z,33.5016667,-116.7773333,3.76,0.74,ml,32,31,0.022,0.18,ci,ci37409258,2018-10-31T13:46:00.950Z,"10km NE of Aguanga, CA",earthquake,0.21,0.56,0.083,23,reviewed,ci,ci
2018-10-31T06:37:13.125Z,59.7966,-153.0737,101,1.5,ml,,,,0.82,ak,ak20306013,2018-10-31T06:41:02.202Z,"69km W of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-10-31T06:35:29.750Z,33.496,-116.7788333,2.59,1.1,ml,51,34,0.02429,0.2,ci,ci37409250,2018-10-31T13:46:04.030Z,"10km NE of Aguanga, CA",earthquake,0.18,0.34,0.106,27,reviewed,ci,ci
2018-10-31T06:22:05.005Z,60.2208,-140.9805,19,1.1,ml,,,,0.26,ak,ak20306010,2018-10-31T06:27:48.739Z,"82km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-31T06:16:16.453Z,61.5236,-146.3419,29.9,1.4,ml,,,,1.21,ak,ak20306008,2018-10-31T06:21:26.750Z,"43km N of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-31T06:11:51.519Z,37.5189,-118.0961,0,1,ml,10,121.64,0.18,0.1772,nn,nn00663583,2018-10-31T17:53:50.179Z,"31km ENE of Bishop, California",earthquake,,0,0.78,5,reviewed,nn,nn
2018-10-31T06:05:16.378Z,64.2961,-149.8843,16.3,1.5,ml,,,,0.72,ak,ak20306003,2018-10-31T06:16:35.079Z,"48km SW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-31T05:58:21.260Z,62.2385,-147.9196,21.5,3,ml,,,,0.75,ak,ak20305994,2018-10-31T06:09:42.674Z,"69km NE of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-31T05:48:13.920Z,38.7948341,-122.7645035,0.31,0.7,md,10,62,0.02232,0.03,nc,nc73104141,2018-10-31T06:49:03.739Z,"2km NNW of The Geysers, CA",earthquake,0.27,0.81,0.14,2,automatic,nc,nc
2018-10-31T05:45:29.031Z,61.5925,-149.852,20.6,2.5,ml,,,,0.65,ak,ak20305982,2018-10-31T06:16:10.677Z,"4km SSW of Houston, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-31T05:41:12.760Z,36.5638333,-121.1586667,4.04,0.98,md,13,106,0.01901,0.06,nc,nc73104136,2018-10-31T19:12:02.742Z,"4km NNW of Pinnacles, CA",earthquake,0.29,0.48,0.154,11,reviewed,nc,nc
2018-10-31T05:34:45.640Z,37.289,-118.3261667,3.9,0.41,md,5,248,0.08223,0.09,nc,nc73104131,2018-10-31T16:56:03.587Z,"6km ENE of Wilkerson, CA",earthquake,0.87,1.97,0.126,5,reviewed,nc,nc
2018-10-31T05:30:32.360Z,33.4938333,-116.7883333,4.81,0.55,ml,30,36,0.02104,0.12,ci,ci37409234,2018-10-31T18:24:49.150Z,"9km NE of Aguanga, CA",earthquake,0.16,0.49,0.178,12,reviewed,ci,ci
2018-10-31T05:13:56.130Z,32.7188333,-115.9296667,12.11,1.07,ml,15,99,0.07139,0.13,ci,ci37409226,2018-10-31T18:20:23.814Z,"6km ESE of Ocotillo, CA",earthquake,0.27,0.55,0.302,4,reviewed,ci,ci
2018-10-31T05:08:02.130Z,40.1513333,-111.1695,5.72,1.73,ml,16,114,0.2691,0.17,uu,uu60303092,2018-10-31T18:01:02.730Z,"34km E of Mapleton, Utah",earthquake,0.52,2.01,0.06,4,reviewed,uu,uu
2018-10-31T05:04:20.320Z,19.3198338,-155.1673279,1.57,1.82,md,19,128,0.04946,0.15,hv,hv70676842,2018-10-31T05:08:03.470Z,"14km SSE of Volcano, Hawaii",earthquake,0.42,0.75,0.2,3,automatic,hv,hv
2018-10-31T05:03:47.270Z,61.5458,-146.4309,13,3,ml,,,,0.94,ak,ak20305975,2018-10-31T05:08:26.037Z,"46km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-31T04:58:43.510Z,33.3225,-116.3853333,13.47,0.9,ml,53,65,0.01581,0.19,ci,ci37409218,2018-10-31T18:15:50.570Z,"8km N of Borrego Springs, CA",earthquake,0.22,0.42,0.167,18,reviewed,ci,ci
2018-10-31T04:39:03.960Z,38.7938347,-122.7666702,0.43,1.04,md,12,67,0.01662,0.04,nc,nc73104121,2018-10-31T05:54:02.411Z,"2km NNW of The Geysers, CA",earthquake,0.23,0.62,0.16,3,automatic,nc,nc
2018-10-31T04:28:47.704Z,63.8702,-149.2497,10.9,1.3,ml,,,,1.26,ak,ak20305964,2018-10-31T04:31:57.250Z,"14km W of Healy, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-31T04:23:57.800Z,34.1593333,-117.5753333,9.66,1.46,ml,60,45,0.04679,0.16,ci,ci37409210,2018-10-31T18:07:29.090Z,"4km N of Rancho Cucamonga, CA",earthquake,0.17,0.28,0.14,38,reviewed,ci,ci
2018-10-31T04:19:08.892Z,37.5222,-118.0967,4.7,1.1,ml,7,111.55,0.183,0.2182,nn,nn00663554,2018-10-31T17:10:39.749Z,"31km NE of Bishop, California",earthquake,,13.1,0.58,4,reviewed,nn,nn
2018-10-31T04:05:38.115Z,60.5859,-150.5574,41.9,1.5,ml,,,,0.63,ak,ak20305957,2018-10-31T04:11:42.429Z,"12km ENE of Sterling, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-10-31T04:00:47.320Z,33.491,-116.7976667,3.09,0.61,ml,38,33,0.02143,0.17,ci,ci37409202,2018-10-31T17:49:31.844Z,"8km NE of Aguanga, CA",earthquake,0.16,0.48,0.102,16,reviewed,ci,ci
2018-10-31T04:00:45.060Z,33.4896667,-116.8028333,2.55,0.14,ml,25,59,0.02274,0.15,ci,ci37412173,2018-10-31T17:56:23.003Z,"8km NE of Aguanga, CA",earthquake,0.23,0.35,0.044,3,reviewed,ci,ci
2018-10-31T03:48:53.725Z,37.2519,-116.0897,7.4,0.2,ml,13,252.54,0.029,0.1137,nn,nn00663582,2018-10-31T17:44:33.354Z,"70km ENE of Beatty, Nevada",earthquake,,1.2,0.05,9,reviewed,nn,nn
2018-10-31T03:38:25.190Z,36.0058333,-120.5763333,2.03,0.54,md,18,97,0.03241,0.12,nc,nc73104116,2018-10-31T18:51:04.607Z,"18km NW of Parkfield, CA",earthquake,0.33,1.15,0.199,6,reviewed,nc,nc
2018-10-31T03:28:29.820Z,41.3088333,-121.9715,3.01,0.64,md,7,129,0.07167,0.03,nc,nc73104351,2018-10-31T19:44:03.250Z,"15km ENE of McCloud, CA",earthquake,0.9,6.41,0.26,6,reviewed,nc,nc
2018-10-31T03:22:28.938Z,64.8694,-148.6635,6.1,1,ml,,,,0.72,ak,ak20305953,2018-10-31T03:26:01.493Z,"30km W of Ester, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-10-31T03:18:17.480Z,33.4871667,-116.791,4.21,1.02,ml,42,37,0.02632,0.17,ci,ci37409178,2018-10-31T13:46:08.180Z,"8km NE of Aguanga, CA",earthquake,0.17,0.39,0.107,25,reviewed,ci,ci
2018-10-31T02:55:58.630Z,45.8503333,-111.3436667,5.96,0.88,ml,5,202,0.314,0.09,mb,mb80316739,2018-10-31T14:32:42.810Z,"1km SW of Manhattan, Montana",earthquake,0.9,7.18,0.059,3,reviewed,mb,mb
2018-10-31T02:46:18.400Z,37.5593333,-112.9958333,7,1.29,md,6,221,0.08124,0.08,uu,uu60303087,2018-10-31T18:25:45.010Z,"14km SSE of Cedar City, Utah",earthquake,1.11,1.35,0.254,4,reviewed,uu,uu
2018-10-31T02:20:01.700Z,38.1388321,-122.1881638,6.6,1.57,md,15,196,0.07086,0.07,nc,nc73104111,2018-10-31T05:00:04.073Z,"5km NE of Vallejo, CA",earthquake,0.48,0.7,0.11,13,automatic,nc,nc
2018-10-31T02:17:08.796Z,39.6888,-119.8858,6,-0.2,ml,5,154.76,0.1,0.0528,nn,nn00663576,2018-10-31T16:12:04.611Z,"6km NNW of Lemmon Valley, Nevada",earthquake,,5.6,0,2,reviewed,nn,nn
2018-10-31T02:06:48.980Z,32.924,-116.3136667,6.59,1.05,ml,59,61,0.09679,0.21,ci,ci37409162,2018-10-31T17:40:12.900Z,"23km ENE of Pine Valley, CA",earthquake,0.18,0.62,0.097,18,reviewed,ci,ci
2018-10-31T01:49:29.240Z,30.4108,87.6703,10,4.7,mb,,83,2.556,0.92,us,us2000i4dg,2018-10-31T02:08:11.040Z,"108km WSW of Jiajuedibu, China",earthquake,7.2,1.8,0.056,97,reviewed,us,us
2018-10-31T01:49:07.600Z,19.1655006,-155.5833282,0.7,1.83,md,36,132,0.08558,0.27,hv,hv70676697,2018-10-31T01:52:38.140Z,"11km WSW of Pahala, Hawaii",earthquake,0.53,0.56,0.19,15,automatic,hv,hv
2018-10-31T01:47:59.382Z,61.9518,-148.9189,12.9,0.6,ml,,,,0.92,ak,ak20305823,2018-10-31T01:51:00.101Z,"17km NNW of Sutton-Alpine, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-31T01:45:00.800Z,33.2185,-116.7505,19.53,1.08,ml,46,34,0.01876,0.17,ci,ci37409154,2018-10-31T13:46:12.550Z,"3km SSE of Lake Henshaw, CA",earthquake,0.22,0.47,0.173,26,reviewed,ci,ci
2018-10-31T01:36:35.260Z,19.2073,-64.4711,48,3.12,md,7,343,1.7415,0.35,pr,pr2018304002,2018-10-31T05:10:54.443Z,"88km N of Road Town, British Virgin Islands",earthquake,5.38,20.85,0.38,3,reviewed,pr,pr
2018-10-31T01:26:40.809Z,62.5895,-151.2585,89.5,1.2,ml,,,,0.47,ak,ak20305815,2018-10-31T01:31:15.487Z,"66km WNW of Talkeetna, Alaska",earthquake,,1.4,,,automatic,ak,ak
2018-10-31T01:18:50.797Z,63.0299,-150.7285,112.3,1.5,ml,,,,0.49,ak,ak20305813,2018-10-31T01:23:53.292Z,"84km NNW of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-10-31T01:11:16.980Z,18.1986,-66.0661,34,1.08,md,5,172,0.1858,0.07,pr,pr2018304001,2018-10-31T05:10:29.218Z,"4km SSW of Caguas, Puerto Rico",earthquake,0.73,1.08,0.36,4,reviewed,pr,pr
2018-10-31T01:07:53.365Z,64.8018,-149.1843,19.3,1,ml,,,,0.95,ak,ak20305807,2018-10-31T01:11:00.102Z,"25km N of North Nenana, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-10-31T01:02:30.090Z,38.8253326,-122.7848358,1.57,0.88,md,7,98,0.01274,0.01,nc,nc73104101,2018-10-31T01:26:02.770Z,"5km W of Cobb, CA",earthquake,0.69,0.59,,1,automatic,nc,nc
2018-10-31T00:48:25.951Z,37.2121,-116.512,7.6,0.6,ml,11,198.42,0.149,0.1431,nn,nn00663552,2018-10-31T16:52:12.242Z,"40km NNE of Beatty, Nevada",earthquake,,2.4,0.37,8,reviewed,nn,nn
2018-10-31T00:47:02.240Z,43.4276667,-110.4531667,0,1.26,ml,8,164,0.215,0.19,mb,mb80316649,2018-10-31T14:29:48.400Z,"25km ESE of Jackson, Wyoming",earthquake,1.5,3.87,0.11,7,reviewed,mb,mb
2018-10-31T00:43:47.020Z,37.112999,-122.3150024,4.74,2.21,md,21,196,0.08907,0.2,nc,nc73104091,2018-10-31T04:08:02.757Z,"17km WNW of Bonny Doon, CA",earthquake,0.93,1.73,0.18,15,automatic,nc,nc
2018-10-31T00:41:12.220Z,33.4873333,-116.7908333,3.42,0.53,ml,24,60,0.02621,0.11,ci,ci37409138,2018-10-31T16:52:28.951Z,"8km NE of Aguanga, CA",earthquake,0.18,0.37,0.125,14,reviewed,ci,ci
2018-10-31T00:39:41.690Z,33.487,-116.7855,3.08,0.62,ml,20,81,0.02818,0.11,ci,ci37409130,2018-10-31T16:42:33.738Z,"9km ENE of Aguanga, CA",earthquake,0.19,0.63,0.088,17,reviewed,ci,ci
2018-10-31T00:38:08.730Z,45.2673333,-110.9588333,15.91,1.19,ml,11,67,0.398,0.27,mb,mb80316634,2018-10-31T14:25:02.060Z,"32km E of Big Sky, Montana",earthquake,0.62,13.82,0.112,8,reviewed,mb,mb
2018-10-31T00:35:45.670Z,44.5938333,-110.7785,8.9,1.97,ml,23,77,0.05598,0.2,uu,uu60303082,2018-10-31T14:50:45.370Z,"15km NNE of Old Faithful Geyser, Wyoming",earthquake,0.47,0.99,0.299,6,reviewed,uu,uu
2018-10-31T00:34:37.590Z,33.5101667,-116.7976667,4.4,0.45,ml,20,109,0.003139,0.16,ci,ci37409122,2018-10-31T13:45:48.303Z,"10km NE of Aguanga, CA",earthquake,0.37,0.49,0.099,13,reviewed,ci,ci
2018-10-31T00:32:55.220Z,33.5073333,-116.797,3.85,0.85,ml,34,36,0.005751,0.13,ci,ci37409106,2018-10-31T20:20:38.220Z,"10km NE of Aguanga, CA",earthquake,0.14,0.32,0.149,15,reviewed,ci,ci
2018-10-31T00:26:55.949Z,61.8544,-157.6702,4.3,1.5,ml,,,,0.56,ak,ak20305795,2018-10-31T00:31:50.640Z,"116km ESE of Holy Cross, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-31T00:17:34.930Z,19.1215,-66.8305,25,2.93,md,4,316,0.7786,0.4,pr,pr2018304000,2018-10-31T05:09:58.986Z,"70km N of Hatillo, Puerto Rico",earthquake,2.87,33.35,0.09,2,reviewed,pr,pr
2018-10-30T23:48:36.020Z,40.6471667,-121.8156667,11.24,1.08,md,12,110,0.1013,0.04,nc,nc73104086,2018-10-31T16:46:03.530Z,"18km NNE of Shingletown, CA",earthquake,0.55,0.9,0.236,11,reviewed,nc,nc
2018-10-30T23:42:54.760Z,37.651,-121.6593333,5.97,1.08,md,22,91,0.04064,0.08,nc,nc73104081,2018-10-31T21:56:20.730Z,"10km ESE of Livermore, CA",earthquake,0.21,0.71,0.134,17,reviewed,nc,nc
2018-10-30T23:27:44.910Z,43.5338333,-111.0216667,4.32,0.48,ml,5,226,0.065,0.05,mb,mb80316529,2018-10-31T14:18:26.410Z,"10km SE of Victor, Idaho",earthquake,1.5,1.49,0.16,5,reviewed,mb,mb
2018-10-30T23:26:45.100Z,62.7592,-150.104,30.6,1.2,ml,,,,0.83,ak,ak20305791,2018-10-30T23:29:16.804Z,"48km N of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-30T23:22:34.690Z,35.0436667,-117.664,-0.79,1.8,ml,33,60,0.1122,0.2,ci,ci37409090,2018-10-31T17:02:35.012Z,"5km NNW of Boron, CA",quarry blast,0.41,31.61,0.139,29,reviewed,ci,ci
2018-10-30T23:11:54.643Z,64.9348,-147.2851,0,1.4,ml,,,,0.91,ak,ak20305787,2018-10-30T23:18:34.307Z,"19km NE of Badger, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-30T22:57:00.220Z,45.859,-111.3625,6,1.22,ml,7,99,0.31,0.12,mb,mb80316474,2018-10-31T14:14:48.850Z,"2km W of Manhattan, Montana",earthquake,0.55,7.53,0.075,3,reviewed,mb,mb
2018-10-30T22:51:58.110Z,33.4541667,-116.3483333,9.61,0.96,ml,32,138,0.09459,0.18,ci,ci37409066,2018-10-31T00:40:52.463Z,"22km N of Borrego Springs, CA",earthquake,0.37,0.71,0.226,25,reviewed,ci,ci
2018-10-30T22:44:06.010Z,37.3968333,-118.5368333,14.4,0.55,md,5,180,0.04841,0.09,nc,nc73104066,2018-10-31T17:30:02.792Z,"6km ESE of Round Valley, CA",earthquake,0.79,0.87,0.072,4,reviewed,nc,nc
2018-10-30T22:37:39.135Z,61.1556,-140.5311,3.5,1.5,ml,,,,0.46,ak,ak20305669,2018-10-30T22:41:55.693Z,"159km NE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-30T22:33:16.790Z,18.7811,-65.1793,49,3.1,md,8,331,0.9255,0.21,pr,pr2018303004,2018-10-31T00:03:43.139Z,"54km NNE of Culebra, Puerto Rico",earthquake,2.93,6.53,0.26,8,reviewed,pr,pr
2018-10-30T22:31:32.174Z,36.7038,-116.3299,8.2,-0.2,ml,11,153.44,0.097,0.0528,nn,nn00663551,2018-10-31T02:05:30.831Z,"44km ESE of Beatty, Nevada",earthquake,,2.8,0.28,4,reviewed,nn,nn
2018-10-30T22:21:57.960Z,33.4523333,-116.5733333,12.19,0.62,ml,23,84,0.04866,0.21,ci,ci37409026,2018-10-31T00:41:10.620Z,"15km SE of Anza, CA",earthquake,0.43,0.57,0.154,18,reviewed,ci,ci
2018-10-30T22:08:37.170Z,65.6349,-145.1712,0,1.6,ml,,,,0.93,ak,ak20305667,2018-10-30T22:12:59.031Z,"28km NW of Circle Hot Springs Station, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-30T22:03:38.892Z,38.3634,-118.9078,6.5,1.1,ml,8,103.31,0.146,0.1137,nn,nn00663550,2018-10-31T02:05:26.843Z,"30km SW of Hawthorne, Nevada",earthquake,,4.1,0.21,4,reviewed,nn,nn
2018-10-30T21:56:58.000Z,33.9106667,-118.284,9.2,1.5,ml,7,250,0.1026,0.14,ci,ci37409010,2018-10-31T04:42:22.703Z,"3km WSW of Willowbrook, CA",earthquake,0.78,0.9,0.28,6,reviewed,ci,ci
2018-10-30T21:41:50.570Z,33.4773333,-116.3985,14.37,0.99,ml,43,98,0.05126,0.17,ci,ci37408994,2018-10-31T16:54:04.960Z,"22km SSW of La Quinta, CA",earthquake,0.2,0.39,0.199,17,reviewed,ci,ci
2018-10-30T21:39:28.130Z,34.0548333,-116.9723333,12.95,1.92,ml,73,37,0.1165,0.16,ci,ci37408986,2018-10-31T16:43:58.860Z,"7km ENE of Yucaipa, CA",earthquake,0.13,0.38,0.176,71,reviewed,ci,ci
2018-10-30T21:30:50.110Z,33.484,-116.7923333,4.22,0.69,ml,26,39,0.02908,0.18,ci,ci37408970,2018-10-31T00:41:58.772Z,"8km NE of Aguanga, CA",earthquake,0.29,0.48,0.105,19,reviewed,ci,ci
2018-10-30T21:24:49.216Z,62.2542,-152.0736,102,1.8,ml,,,,0.64,ak,ak20305656,2018-10-30T21:31:08.995Z,"102km W of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-10-30T21:16:18.670Z,38.7765007,-122.7761688,1.08,0.66,md,9,100,0.009984,0.04,nc,nc73104041,2018-10-30T23:00:02.894Z,"2km W of The Geysers, CA",earthquake,0.4,0.5,0.35,2,automatic,nc,nc
2018-10-30T21:11:57.639Z,61.8005,-150.4403,52.7,1.3,ml,,,,0.56,ak,ak20305651,2018-10-30T21:16:03.869Z,"22km WNW of Willow, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-10-30T21:06:23.450Z,33.8665,-117.4988333,-0.4,1.19,ml,41,48,0.05259,0.21,ci,ci37408954,2018-10-31T16:18:19.387Z,"2km ESE of Home Gardens, CA",quarry blast,0.32,31.61,0.131,18,reviewed,ci,ci
2018-10-30T20:59:22.860Z,61.4282,-151.0657,57,1.9,ml,,,,0.61,ak,ak20305646,2018-10-30T21:04:00.280Z,"60km W of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-30T20:53:57.780Z,33.4985,-116.7775,4.22,0.37,ml,13,148,0.02358,0.08,ci,ci37408938,2018-10-31T04:13:16.520Z,"10km NE of Aguanga, CA",earthquake,0.24,0.3,0.076,4,reviewed,ci,ci
2018-10-30T20:46:55.619Z,63.2586,-151.1063,2.8,1.4,ml,,,,0.89,ak,ak20305641,2018-10-30T20:55:57.793Z,"109km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-30T20:45:26.592Z,63.4581,-147.505,0,1.4,ml,,,,0.74,ak,ak20305639,2018-10-30T20:58:08.596Z,"72km E of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-30T20:42:21.070Z,40.4823333,-121.4961667,2.73,0.16,md,6,169,0.02462,0.09,nc,nc73104341,2018-10-31T19:02:03.680Z,"15km NNE of Mineral, CA",earthquake,0.73,31.61,0.128,6,reviewed,nc,nc
2018-10-30T20:28:01.420Z,33.4871667,-116.7868333,4.31,0.36,ml,26,49,0.02756,0.13,ci,ci37408914,2018-10-31T16:08:13.682Z,"9km NE of Aguanga, CA",earthquake,0.17,0.3,0.15,11,reviewed,ci,ci
2018-10-30T20:19:47.541Z,69.4049,-144.3587,0,2.7,ml,,,,0.56,ak,ak20305630,2018-10-31T19:31:10.040Z,"85km SSW of Kaktovik, Alaska",earthquake,,28.3,,,automatic,ak,ak
2018-10-30T20:16:53.435Z,39.3549,-119.7418,2.5,0.6,ml,4,168.76,0.039,0.0903,nn,nn00663531,2018-10-31T02:05:24.822Z,"9km WNW of Virginia City, Nevada",earthquake,,3.5,0.2,3,reviewed,nn,nn
2018-10-30T20:01:38.880Z,-5.5426,149.0886,193.53,4.8,mb,,44,3.345,0.87,us,us2000i45l,2018-10-31T19:27:21.040Z,"90km NW of Kandrian, Papua New Guinea",earthquake,8.1,7.2,0.044,161,reviewed,us,us
2018-10-30T20:00:56.800Z,38.8424988,-122.8753357,2.11,0.89,md,7,160,0.005808,0.02,nc,nc73104036,2018-10-30T20:15:03.810Z,"13km NW of The Geysers, CA",earthquake,0.59,0.67,0.09,2,automatic,nc,nc
2018-10-30T19:50:25.940Z,33.3746667,-116.7768333,12.39,0.8,ml,37,39,0.07483,0.16,ci,ci37408890,2018-10-31T16:02:39.908Z,"8km ENE of Palomar Observatory, CA",earthquake,0.17,0.47,0.086,16,reviewed,ci,ci
2018-10-30T19:20:21.060Z,37.3251667,-122.1058333,-0.26,1.5,md,13,98,0.01378,0.11,nc,nc73104031,2018-10-31T22:17:53.895Z,"3km S of Loyola, CA",quarry blast,0.39,31.61,0.247,14,reviewed,nc,nc
